"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"GAA25WA081","ACC","199654","2025-01-19T05:00:00Z","Prado, State of Bahia","Other Foreign","Brazil",,"PU-JBW",,"false","Aviation","",,,"Serious","0","1","1","2","0",,,,,,"RANS","S6","AIR",,,"false",,,,,"NUSN","Substantial",,,"Enroute","N/A",,"Prelim","","None"
"WPR25LA084","ACC","199618","2025-01-18T13:10:00Z","Prescott","Arizona","United States",,"N4626K","P21000244","false","Aviation","",,,"None","0","0","0","0",,,,,"34.642606000000001","-112.43214999999999","CESSNA","P210N","AIR","PRC","PRESCOTT RGNL/ERNEST A LOVE FLD","false","1",,,"INST","091","Substantial","VMC","Wyeth Family Trust","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199618/pdf"
"ENG25WA016","ACC","199573","2025-01-17T19:30:00Z","Rio Branco","Other Foreign","Uruguay",,"CX-BSS-R",,"false","Aviation","",,,"None","0","0","0","0",,,,,"-32.596806999999998","-53.384197","GRUMMAN","G164","AIR",,,"false",,,,,"NUSN","Substantial",,,"Enroute","N/A",,"Prelim","","None"
"ERA25LA104","ACC","199597","2025-01-17T05:35:00Z","Smyrna","Tennessee","United States",,"N21254","18261519","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to maintain an appropriate approach path, resulting in the airplane contacting a tree during a landing approach at night.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Awareness of condition, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on personnel",,"36.015385999999999","-86.526047000000005","CESSNA","182","AIR","MQY","SMYRNA","false","1","REC",,"BUS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199597","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199597/pdf"
"CEN25LA082","ACC","199567","2025-01-16T20:06:00Z","Plainview","Texas","United States",,"N1206Z","D-6678","false","Aviation","DirectorBrief","2025-02-21T05:00:00Z","2025-02-21T19:00:00Z","None","0","0","0","0",,"Fuel starvation due to fuel migration during the pilot induced slipping maneuver.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot",,"34.170000000000002","-101.72","BEECH","N35","AIR","PVW","HALE COUNTY","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199567","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199567/pdf"
"CEN25LA086","ACC","199588","2025-01-16T18:00:00Z","Longview","Texas","United States",,"N798L","1393-2005","false","Aviation","",,,"None","0","0","0","0","0",,,,"32.392840999999997","-94.706303000000005","AMERICAN CHAMPION AIRCRAFT","7ECA","AIR","GGG","EAST TEXAS RGNL","false","1",,,"INST","091","Substantial","VMC","LETOURNEAU UNIVERSITY","Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199588/pdf"
"CEN25LA080","ACC","199561","2025-01-16T17:54:00Z","Omaha","Nebraska","United States",,"N71586","3013","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","Serious","0","1","0","1","0","The pilot’s inadequate preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Inspection - Preflight inspection - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Contributed to outcome",,"41.195985999999998","-96.112264999999994","LUSCOMBE","8","AIR","MLE","Millard Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199561","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199561/pdf"
"CEN25LA081","ACC","199566","2025-01-16T16:30:00Z","Bentonville","Arkansas","United States",,"N6799P","24-1932","false","Aviation","",,,"Serious","0","1","1","2","0",,,,"36.355500999999997","-94.223123000000001","PIPER","PA-24-250","AIR","VBT","BENTONVILLE MUNI/LOUISE M THADEN FLD","false","1",,,"FERY","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199566/pdf"
"DCA25WA098","INC","199602","2025-01-16T01:42:00Z","Brussels",,"Belgium",,"D-ALER",,"false","Aviation","",,,,,,,,,,,,,,"BOEING","757",,,,"false",,,,,"NUSC",,,"EAT Leipzig","Takeoff","N/A",,,"","None"
"CEN25LA079","ACC","199557","2025-01-15T17:30:00Z","Tyler","Texas","United States",,"N8051P","24-3297","false","Aviation","",,,"None","0","0","0","0",,,,,"32.353546999999999","-95.402978000000004","PIPER","PA-24-250","AIR","TYR","TYLER POUNDS RGNL","false","1",,,"PERS","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199557/pdf"
"CEN25LA078","ACC","199556","2025-01-15T11:30:00Z","Byron","Illinois","United States",,"N749WJ","75-7751","false","Aviation","DirectorBrief","2025-02-12T05:00:00Z","2025-02-12T18:00:00Z","None","0","0","0","0","0","The pilot inadvertently moved the ignition key to the off position and broke the key, which resulted in a loss of engine power and subsequent forced landing.","Aircraft - Aircraft systems - (general) - (general) - Unintentional use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"42.198628999999997","-89.290400000000005","ZENITH","STOL CH750","AIR",,,"true","1","REC",,"PERS","091","Substantial","VMC",,"Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199556","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199556/pdf"
"ERA25LA099","ACC","199578","2025-01-14T20:15:00Z","Wilmington","North Carolina","United States",,"N417KG","579","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The pilot’s improper landing flare, which resulted in a wing strike.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained",,"34.269851000000003","-77.903948","SOCATA","TBM 700","AIR","ILM","WILMINGTON INTL","false","1","TP",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199578","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199578/pdf"
"CEN25LA077","ACC","199551","2025-01-14T19:30:00Z","Addison","Texas","United States",,"N504AF","28020004","false","Aviation","",,,"None","0","0","0","0","0",,,,"32.968556","-96.836444","PIPER AIRCRAFT INC","PA-28-181","AIR","ADS","Addison Airport","false","1",,,"PERS","091","Substantial","VMC","AMERIFLYERS OF TEXAS INC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199551/pdf"
"WPR25LA078","ACC","199544","2025-01-14T13:30:00Z","Lemoore","California","United States",,"N6255N","129","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0",,"The pilot’s failure to maintain clearance from power lines while maneuvering at a low altitude.","Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",,"36.351210999999999","-119.88717","BELL","206A","HELI",,,"false","1","TS",,"AAPL","137","Destroyed","VMC","TRINKLE AVIATION LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199544","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199544/pdf"
"GAA25WA074","ACC","199627","2025-01-14T09:45:00Z","Paracatu","Other Foreign","Brazil",,"PR-JGJ",,"false","Aviation","",,,"None","0","0","0","0",,,,,"-17.328333000000001","-47.433332999999998","AIR TRACTOR","AT502","AIR",,,"false",,,,"AAPL","NUSC","Substantial",,"JAÍBA AVIAÇÃO AGRÍCOLA LTDA","Enroute","N/A",,"Prelim","","None"
"ERA25LA097","ACC","199555","2025-01-14T08:00:00Z","Conway","South Carolina","United States",,"N938SE","CH2 0591-0687","false","Aviation","",,,"None","0","0","0","0","0",,,,"33.788843999999997","-79.193635","JONATHAN C EGGERS","CHALLENGER II","AIR","HYW","CONWAY-HORRY COUNTY","true","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199555/pdf"
"WPR25FA079","ACC","199550","2025-01-14T07:22:00Z","Rock Springs","Wyoming","United States",,"N6502P","24-1623","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"41.111995","-109.29337","PIPER","PA-24-250","AIR",,,"false","1",,,"PERS","091","Unknown","IMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199550/pdf"
"GAA25WA057","ACC","199540","2025-01-13T01:30:00Z","Santa Ines",,"Honduras",,"HR-AZD",,"false","Aviation","",,,"Fatal","1","0","0","1",,,,,,,"THRUSH","S2R","AIR",,,"false",,,,,"NUSN","Destroyed",,,"Maneuvering","N/A",,"Prelim","","None"
"GAA25WA065","ACC","199565","2025-01-12T15:42:00Z","Höxter","Other Foreign","Germany",,"D-IATA",,"false","Aviation","",,,"None","0","0","0","0","0",,,,"51.806029000000002","9.3776170000000008","CESSNA","425","AIR","EDVI","Höxter-Holzminden Airport","false",,,,,"NUSN","Minor",,,"Landing","N/A",,"Prelim","","None"
"CEN25LA075","ACC","199532","2025-01-12T15:30:00Z","Batesville","Arkansas","United States",,"N8569V","795-75","false","Aviation","",,,"Fatal","1","0","0","1","0",,,,"35.809800000000003","-91.657799999999995","BELLANCA","7GCBC","AIR",,,"false","1",,,"PERS","091","Destroyed","VMC",,"Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199532/pdf"
"ERA25LA105","ACC","199598","2025-01-12T15:25:00Z","Fairfield","New Jersey","United States",,"N711AV","44-7995215","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The pilot’s failure to extend the landing gear prior to landing, which resulted in a gear up landing. Contributing to the accident was the flight instructor’s inadequate supervision of the pilot receiving instruction.","Personnel issues - Action/decision - Action - Incomplete action - Student/instructed pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Instructor/check pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",,"40.874769000000001","-74.281203000000005","PIPER","PA44","AIR","CDW","ESSEX COUNTY","false","2","REC",,"INST","091","Substantial","VMC","AA AERO INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199598","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199598/pdf"
"ERA25LA100","ACC","199579","2025-01-12T10:15:00Z","Orange","Massachusetts","United States",,"N8BZ","761","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0",,"Failure of the left main landing gear to fully extend and lock for undetermined reasons as a functional test of the landing gear system could not duplicate the anomaly.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"42.569997000000001","-72.288498000000004","CONSOLIDATED AERONAUTICS INC.","LAKE LA-4-200","AIR","ORE","Orange Municipal Airport","false","1","REC",,"PERS","091","Substantial","VMC",,"Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199579","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199579/pdf"
"GAA25WA068","ACC","199594","2025-01-11T10:00:00Z","Uberaba, state of Minas Gerais, MG",,"Brazil",,"PR-FIM",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"THRUSH","S2R","AIR",,,"false",,,,,"NUSN","Substantial",,,"Initial Climb","N/A",,"Prelim","","None"
"ERA25LA095","ACC","199537","2025-01-10T17:50:00Z","Newburyport","Massachusetts","United States",,"N9184Y","28-8616017","false","Aviation","",,,"None","0","0","0","0","0",,,,"42","-70","PIPER","PA-28-161","AIR","2B2","PLUM ISLAND AIRPORT","false","1",,,"INST","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199537/pdf"
"ANC25LA016","ACC","199529","2025-01-10T13:55:00Z","Fairbanks","Alaska","United States",,"N59826","31-7652077","false","Aviation","",,,"None",,,,,,,,,"64.813417000000001","-147.85321999999999","PIPER","PA-31-350","AIR","FAI",,"false","2",,"NSCH",,"135","Substantial","VMC","Gregory Probst","Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199529/pdf"
"DCA25LA085","ACC","199538","2025-01-10T05:00:00Z","San Bernadino","California","United States",,"N324UP",,"false","Aviation","",,,,,,,,,,,,,,"BOEING","767-34AF",,,,"false",,,"SCHD",,"121",,,"UNITED PARCEL SERVICE CO","Landing","In work",,,"",""
"DCA25LA084","ACC","199530","2025-01-10T05:00:00Z","Atlanta","Georgia","United States",,"N589NW",,"false","Aviation","",,,"Serious","0","1","6","7",,,,,,,"BOEING","757-351",,,,"false",,,"SCHD",,"121",,,"DELTA AIR LINES INC","Takeoff","In work",,,"",""
"GAA25WA058","ACC","199543","2025-01-10T05:00:00Z","Nairobi","Other Foreign","Kenya",,"5Y-CDC",,"false","Aviation","",,,"Fatal","3","1","2","3","3",,,,,,"CESSNA","172",,,,"false",,,,,"NUSN",,,,"Enroute","N/A",,,"","None"
"DCA25WA086","ACC","199539","2025-01-09T16:56:00Z","Copenhagen",,"Denmark",,"SE-RPU",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"BOEING","737",,,,"false",,,,,,,,,"Taxi","N/A",,,"","None"
"ERA25LA101","ACC","199580","2025-01-09T16:30:00Z","Mayfield","Kentucky","United States",,"N4942G","17273489","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0","0","The student pilot’s improper landing flare, which resulted in a hard landing and nose landing gear collapse.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"36.773324000000002","-88.584456000000003","CESSNA","172N","AIR","M25","Mayfield Graves County Airport","false","1","REC",,"INST","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199580","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199580/pdf"
"WPR25LA077","INC","199536","2025-01-09T13:38:00Z","Los Angeles","California","United States",,"C-GQBE, Unknown","2017, Unknown","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z",,"None","0","0","0","0",,"The NTSB did not determine the probable cause of this event and does not plan to issue a report or open a public docket. The investigation of this event is being conducted under the jurisdiction of the Federal Bureau of Investigation.","Not determined - Not determined - (general) - (general) - Other authority investigated",,"34.209806","-118.48997","Bombardier Inc., Canadair, Unknown","CL-215-6B11, Unknown","AIR, UNMANNED","VNY","VAN NUYS","false, false","2, 4","TP",,"FIRF, UNK","PUBU, UNK","Minor, Destroyed","VMC","Gouvernement du Québec, Service aérien gouvernemental, Unknown","Unknown","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199536/pdf"
"GAA25WA056","ACC","199534","2025-01-09T11:15:00Z","Ubatuba","Other Foreign","Brazil",,"PR-GFS",,"false","Aviation","",,,"Fatal","1","4","0","5",,,,,,,"CESSNA","525",,,,"false",,,,,"UNK",,,,"Landing","N/A",,,"","None"
"GAA25WA053","ACC","199525","2025-01-08T23:36:00Z","Medellin",,"Colombia",,"HK2522",,"false","Aviation","",,,"Fatal",,,,,,,,,,,"CESSNA","402",,,,"false",,,,,"UNK",,,,"Enroute","N/A",,,"","None"
"GAA25WA054","ACC","199526","2025-01-08T18:40:00Z","Colon",,"Ecuador",,"HC-BMT",,"false","Aviation","",,,"Minor","0","0","1","1",,,,,,,"CESSNA","188",,,,"false",,,,"AAPL","NUSC",,,"AIFA S.A.","Maneuvering","N/A",,,"","None"
"CEN25LA072","ACC","199527","2025-01-08T14:00:00Z","Harvard","Illinois","United States",,"N1935V","18256260","false","Aviation","DirectorBrief","2025-03-06T05:00:00Z","2025-03-06T19:00:00Z","Minor","0","0","1","1","0","The pilot’s failure to control the airplane during the engine start which resulted in a collision with the hangar.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot",,"42.402472000000003","-88.632389000000003","CESSNA","182H","AIR","0C0","Dacy","false","1","REC",,"PERS","091","Substantial","VMC",,"Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199527","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199527/pdf"
"CEN25LA073","ACC","199528","2025-01-08T14:00:00Z","Buras","Louisiana","United States",,"N430JM","10733","false","Aviation","DirectorBrief","2025-02-21T05:00:00Z","2025-02-21T19:00:00Z","Serious","0","1","1","2",,"The pilot’s failure to maintain control during a hover taxi with a quartering tailwind.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - (general) - Effect on equipment, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Incorrect use/operation",,"29.350895999999999","-89.523582000000005","ROBINSON HELICOPTER COMPANY","R44 II","HELI","LS84","Matidora","false","1","REC",,"PERS","091","Substantial","VMC",,"Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199528","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199528/pdf"
"DCA25LA102","ACC","199608","2025-01-08T02:40:00Z","Los Angeles","California","United States",,"JA892A",,"false","Aviation","",,,"Serious",,,,,,,,,,,"BOEING","787",,,,"false",,,"SCHD",,"129",,,"All Nippon Airlines","Approach","In work",,,"",""
"GAA25WA063","ACC","199559","2025-01-07T19:45:00Z","state of Rio Grande do Sul, RS","Other Foreign","Brazil",,"PR-CBR","0159","false","Aviation","",,,"None","0","0","0","0",,,,,,,"CIRRUS","SR22","AIR","SBNM","Santo Ângelo aerodrome","false","1",,,,"NUSN","Substantial",,,"Approach","N/A",,"Prelim","","None"
"WPR25LA074","ACC","199517","2025-01-06T15:30:00Z","Red Rock","Montana","United States",,"N4644Y","18-8945","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z","None","0","0","0","0",,"The pilot's failure to maintain directional control during takeoff, which resulted in an impact with deep snow and vegetation.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Snow/ice - Contributed to outcome, Environmental issues - Physical environment - Object/animal/substance - (general) - Contributed to outcome",,"44.88288","-112.71296","PIPER","PA-18-150","AIR",,,"false","1","REC",,"PUBS","PUBU","Substantial","VMC","STATE OF MONTANA","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199517","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199517/pdf"
"WPR25LA073","ACC","199516","2025-01-06T08:58:00Z","Temple City","California","United States",,"N5943T","15060643","false","Aviation","DirectorBrief","2025-04-22T04:00:00Z","2025-04-22T18:00:00Z",,,,,,,"The flight instructor’s unfamiliarity with the fuel quantities the fuel measuring dip stick measured and inadequate preflight inspection which resulted in fuel exhaustion.","Personnel issues - Task performance - Inspection - Preflight inspection - Instructor/check pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Instructor/check pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of equipment - Instructor/check pilot",,"34.094304999999999","-118.04313999999999","CESSNA","150D","AIR","KEMT","San Gabriel Valley Airport","false","1","REC",,"INST","091","Substantial","VMC","MISSION FLIGHT ACADEMY","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199516","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199516/pdf"
"ERA25LA091","ACC","199510","2025-01-05T18:00:00Z","Marion","Ohio","United States",,"N18JC","1719","false","Aviation","",,,"None","0","0","0","0",,,,,"40.617134999999998","-83.060952999999998","HELIO","HT-295","AIR","MNN","Marion Municipal","false","1",,,"POSI","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199510/pdf"
"ERA25LA090","ACC","199507","2025-01-05T16:26:00Z","Norfolk","Virginia","United States",,"N160MH","DMO-302","false","Aviation","",,,"None","0","0","0","0",,,,,"36.900146999999997","-76.194717999999995","HINSON MELVIN J","VELOCITY","AIR","ORF","NORFOLK INTL","true","1",,,"PERS","091","Unknown","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199507/pdf"
"GAA25WA071","ACC","199610","2025-01-05T14:20:00Z","Visby","Other Foreign","Sweden",,"SE-KBL, SE-KBF",,"false","Aviation","",,,"None","0","0","0","0",,,,,,,"SOCATA, SOCATA","TB9, TB10","AIR, AIR","ESSV",,"false, false","1",,,,"NUSN, NUSN","Substantial, Minor",,"Gotlands Flygklubb, Frivilliga Flygkaren","Taxi","N/A",,"Prelim","","None"
"CEN25LA071","ACC","199519","2025-01-04T10:43:00Z","McKinney","Texas","United States",,"N3589L","15062389","false","Aviation","",,,"None","0","0","0","0","0",,,,"33.177064999999999","-96.588767000000004","CESSNA","150F","AIR","TKI","McKinney National Airport","false","1",,,"INST","091","Substantial","VMC","Texins Flying Club","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199519/pdf"
"CEN25LA069","ACC","199508","2025-01-04T00:38:00Z","Spearfish","South Dakota","United States",,"N603AP","0057","false","Aviation","",,,"None","0","0","0","0","0",,,,"44.480525","-103.78305","CIRRUS DESIGN CORP","SF50","AIR","SPF","Black Hills Airport-Clyde Ice Field","false","1",,,"PERS","091","Substantial","VMC","FOXTROT JET LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199508/pdf"
"ANC25LA015","ACC","199505","2025-01-03T18:51:00Z","Nightmute","Alaska","United States",,"N916RK","GA8-12-176","false","Aviation","",,,"None","0","0","0","0",,,,,"60.472312000000002","-164.69980000000001","GIPPSAERO PTY LTD","GA8","AIR","AGT","Nightmute AIrport","false","1",,"SCHD",,"135","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199505/pdf"
"CEN25LA068","ACC","199504","2025-01-03T11:40:00Z","Lubbock","Texas","United States",,"N725DC","9002","false","Aviation","DirectorBrief","2025-02-21T05:00:00Z","2025-02-21T19:00:00Z","Minor","0","0","2","2",,"The loss of directional control during the takeoff roll for undermined reasons that resulted in an impact with trees.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Unknown/Not determined",,"33","-101","CIRRUS DESIGN CORP","SR22T","AIR","F82","Lubbock Executive Airpark","false","1","REC","NSCH","PERS","091","Destroyed","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199504","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199504/pdf"
"CEN25LA070","ACC","199509","2025-01-02T19:54:00Z","Stringtown","Mississippi","United States",,"N438SW","7574","false","Aviation","DirectorBrief","2025-02-21T05:00:00Z","2025-02-21T19:00:00Z","None","0","0","0","0","0","Bird strike.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"33.571986000000003","-90.982266999999993","BOMBARDIER INC","CL-600-2B19","AIR","GLH","Greenville MId-Delta","false","2","TF","NSCH",,"135","Substantial","VMC","CORPORATE FLIGHT MANAGEMENT INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=199509","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199509/pdf"
"WPR25FA072","ACC","199502","2025-01-02T15:09:00Z","Fullerton","California","United States",,"N8757R","001","false","Aviation","",,,"Fatal","2","8","11","2","19",,,,"33.873480999999998","-117.97067","Vans Aircraft","RV-10","AIR","FUL","Fullerton Municipal Airport","true","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199502/pdf"
"WPR25LA080","ACC","199577","2025-01-02T13:30:00Z","Round Mountain","Nevada","United States",,"N4151R","32-40465","false","Aviation","",,,"Fatal","1","0","0","1",,,,,"38.767440000000001","-116.93259","PIPER","PA-32-300","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199577/pdf"
"GAA25WA055","ACC","199533","2025-01-02T11:15:00Z","Fassberg","Other Foreign","Germany",,"D-ecgh",,"false","Aviation","",,,"Serious","0","1","0","1","0",,,,,,"PIPER","PA18","AIR",,,"false",,,,,"NUSN","Substantial",,,"Landing","N/A",,"Prelim","","None"
"ERA25LA088","ACC","199500","2025-01-01T02:20:00Z","Naples","Florida","United States",,"N8163F","E-2590","false","Aviation","",,,"None","0","0","0","0","0",,,,"26.156486999999998","-81.776161000000002","BEECH","A36","AIR","APF","NAPLES MUNI","false","1",,,"PERS","091","Substantial","IMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199500/pdf"

