index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN,DaysUntilPublished
4073,INC,2022-06-08T04:15:00Z,False,Aviation,8/3/2023 0:00,?,0.0,0.0,0.0,0.0,BOEING,757-236,AIR,TUL,False,0.25,TF,?,121,?,VMC,Approach,Completed,Final,0,0.21259029927760575
4074,ACC,2022-06-08T02:00:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,BELL,412,HELI,?,False,,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.5412796697626419
4075,ACC,2022-06-07T23:00:00Z,False,Aviation,4/20/2023 0:00,?,0.0,0.0,0.0,0.0,SHORT BROS. & HARLAND,SC7,AIR,CZN,False,0.25,TP,BUS,135,Substantial,VMC,Landing,Completed,Final,0,0.1589267285861713
4076,ACC,2022-06-07T20:00:00Z,False,Aviation,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,150F,AIR,74V,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.039731682146542824
4077,ACC,2022-06-07T16:47:00Z,False,Aviation,4/10/2024 0:00,?,0.0,0.0,0.0,0.0,CZECH SPORT AIRCRAFT A S,SPORTCRUISER,AIR,HIO,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.34262125902992774
4078,ACC,2022-06-07T14:15:00Z,False,Aviation,12/6/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,FTW,False,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.2776057791537668
4079,ACC,2022-06-07T11:00:00Z,False,Aviation,11/3/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,175,AIR,U02,False,0.125,?,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.07223942208462332
4080,ACC,2022-06-07T09:40:00Z,False,Aviation,11/8/2023 0:00,Fatal,2.0,0.0,0.0,2.0,ENSTROM,F28,HELI,?,False,0.125,REC,PERS,091,Substantial,VMC,Uncontrolled Descent,Completed,Final,1,0.2631578947368421
4081,ACC,2022-06-07T09:30:00Z,False,Aviation,4/25/2024 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,77,AIR,HMT,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,1,0.35036119711042313
4082,ACC,2022-06-07T08:35:00Z,False,Aviation,12/2/2022 0:00,?,0.0,0.0,0.0,0.0,PILATUS,PC12,AIR,KHHR,False,0.25,TS,BUS,091,Minor,VMC,Taxi,Completed,Final,0,0.087203302373581
4083,ACC,2022-06-07T04:00:00Z,False,Aviation,?,?,?,?,?,?,CESSNA,206,AIR,?,False,0.125,?,?,NUSN,Substantial,?,Maneuvering,?,Prelim,0,0.5417956656346749
4084,ACC,2022-06-06T16:20:00Z,False,Aviation,12/15/2022 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172,AIR,2W2,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.09442724458204334
4085,ACC,2022-06-06T16:10:00Z,False,Aviation,11/8/2023 0:00,Fatal,2.0,1.0,0.0,3.0,PIPER,PA-28RT-201,AIR,ECP,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,1,0.26367389060887514
4086,ACC,2022-06-06T15:22:00Z,False,Aviation,7/5/2024 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,182G,AIR,2R9,False,0.125,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.3875128998968008
4087,ACC,2022-06-06T11:30:00Z,False,Aviation,12/2/2022 0:00,?,0.0,0.0,0.0,0.0,SHEA,PITTS SPECIAL S-1C,AIR,RTS,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.08771929824561403
4088,ACC,2022-06-06T09:50:00Z,False,Aviation,4/25/2024 0:00,Serious,0.0,1.0,1.0,2.0,ROBINSON HELICOPTER,R44,HELI,RFI,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.3508771929824561
4089,ACC,2022-06-06T08:15:00Z,False,Aviation,8/12/2022 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,170,AIR,EAN,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.029927760577915373
4090,ACC,2022-06-06T08:14:00Z,False,Aviation,10/6/2022 0:00,Minor,0.0,0.0,1.0,1.0,BEARHAWK,BEARHAWK,AIR,P14,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.05830753353973168
4091,ACC,2022-06-06T07:40:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR22,AIR,M77,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.018059855521155826
4092,ACC,2022-06-05T18:52:00Z,False,Aviation,10/6/2022 0:00,?,0.0,0.0,0.0,0.0,BEECH,35,AIR,HQZ,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.058823529411764705
4093,INC,2022-06-05T17:02:00Z,False,Aviation,?,?,?,?,?,?,BOEING,777,AIR,?,False,,?,?,NUSC,?,?,Unknown,?,Prelim,0,0.542827657378741
4094,ACC,2022-06-05T16:36:00Z,False,Aviation,?,Fatal,3.0,0.0,0.0,3.0,BELL,206,HELI,?,False,0.125,?,?,NUSN,Destroyed,?,Maneuvering,?,Prelim,1,0.542827657378741
4095,ACC,2022-06-05T16:30:00Z,False,Aviation,11/8/2023 0:00,Fatal,1.0,0.0,0.0,1.0,SCHWEIZER,SGS135,GLI,?,False,0.0,?,PERS,091,?,VMC,Unknown,Completed,Final,1,0.26418988648090813
4096,ACC,2022-06-05T12:30:00Z,False,Aviation,4/18/2024 0:00,Minor,0.0,0.0,1.0,1.0,Fischer,Super Koala,AIR,91WT,True,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.347781217750258
4097,ACC,2022-06-05T11:35:00Z,False,Aviation,8/21/2024 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-32R-300,AIR,0D8,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.41228070175438597
4098,ACC,2022-06-05T10:00:00Z,False,Aviation,?,Fatal,1.0,3.0,0.0,4.0,PIPER,PA31,AIR,?,False,0.25,?,?,NUSC,Substantial,?,Takeoff,?,Prelim,1,0.542827657378741
4099,ACC,2022-06-04T19:00:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,182,AIR,?,False,,?,?,NUSN,Destroyed,?,Unknown,?,Prelim,1,0.542827657378741
4100,INC,2022-06-04T15:10:00Z,False,Aviation,?,?,?,?,?,?,AIRBUS,A320,AIR,MMTJ,False,0.25,?,?,NUSC,?,?,Enroute,?,Prelim,0,0.5433436532507739
4101,ACC,2022-06-04T14:30:00Z,False,Aviation,2/28/2024 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-32-300,AIR,S43,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.32249742002063986
4102,ACC,2022-06-04T14:30:00Z,False,Aviation,9/8/2022 0:00,?,0.0,0.0,0.0,0.0,Kitfox,Model 2,AIR,KHYI,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.04489164086687306
4103,ACC,2022-06-04T13:00:00Z,False,Aviation,8/12/2022 0:00,Serious,0.0,1.0,0.0,1.0,Globe,GC1B,AIR,ELP,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.03095975232198142
4104,ACC,2022-06-04T12:56:00Z,False,Aviation,11/1/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-32R-301,AIR,MTV,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07275541795665634
4105,ACC,2022-06-04T12:01:00Z,False,Aviation,9/20/2023 0:00,Serious,0.0,1.0,0.0,1.0,BELL HELICOPTER TEXTRON CANADA,407,HELI,CDW,False,0.125,TS,POSI,091,Substantial,VMC,Landing,Completed,Final,0,0.23942208462332298
4106,ACC,2022-06-04T11:48:00Z,False,Aviation,4/10/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,P210N,AIR,PSP,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.3441692466460268
4107,ACC,2022-06-04T11:22:00Z,False,Aviation,11/1/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,208,AIR,7B9,False,0.125,TP,SKYD,091,Substantial,VMC,Enroute,Completed,Final,0,0.07275541795665634
4108,ACC,2022-06-04T09:00:00Z,False,Aviation,1/31/2024 0:00,?,0.0,0.0,0.0,0.0,BEECH,A36,AIR,TDW,False,0.125,REC,PERS,091,Substantial,IMC,Approach,Completed,Final,0,0.3080495356037152
4109,ACC,2022-06-03T19:30:00Z,False,Aviation,7/20/2022 0:00,?,0.0,0.0,0.0,0.0,BOYLE JOSEPH E,BOYLE-JN 1,AIR,HGR,True,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.0196078431372549
4110,ACC,2022-06-03T13:47:00Z,False,Aviation,7/10/2024 0:00,Fatal,1.0,1.0,0.0,2.0,CESSNA,208B,AIR,OKB,False,0.125,TP,SKYD,091,Substantial,VMC,Landing,Completed,Final,1,0.391640866873065
4111,ACC,2022-06-03T11:15:00Z,False,Aviation,6/26/2024 0:00,?,0.0,0.0,0.0,0.0,TAYLORCRAFT,BC12-D1,AIR,?,False,0.125,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.3844169246646027
4112,ACC,2022-06-02T18:03:00Z,False,Aviation,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172P,AIR,F41,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.33436532507739936
4113,ACC,2022-06-02T17:45:00Z,False,Aviation,11/8/2023 0:00,Fatal,2.0,0.0,0.0,2.0,AERONCA,7AC,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.2657378740970072
4114,ACC,2022-06-02T16:10:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,CESSNA,152,AIR,?,False,,?,?,NUSN,Destroyed,?,Unknown,?,Prelim,1,0.54437564499484
4115,ACC,2022-06-02T16:00:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,BELL,HH-1H,HELI,?,False,0.125,TS,PUBL,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.03199174406604747
4116,ACC,2022-06-02T14:11:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,FAHEY WILLIAM J,CH750 CRUZER,AIR,8T8,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.03199174406604747
4117,ACC,2022-06-02T13:15:00Z,False,Aviation,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,Trojan,TA16,AIR,57D,True,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.33436532507739936
4118,ACC,2022-06-02T13:00:00Z,False,Aviation,5/14/2024 0:00,?,0.0,0.0,0.0,0.0,CESSNA,170,AIR,AXH,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.3627450980392157
4119,ACC,2022-06-02T12:18:00Z,False,Aviation,4/10/2024 0:00,Fatal,2.0,0.0,0.0,2.0,BEECH,19A,AIR,OVE,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,1,0.34520123839009287
4120,ACC,2022-06-02T11:30:00Z,False,Aviation,6/20/2024 0:00,Fatal,1.0,0.0,0.0,1.0,MEYER FRED J,HORNET,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.38183694530443757
4121,ACC,2022-06-01T17:20:00Z,False,Aviation,11/1/2022 0:00,?,0.0,0.0,0.0,0.0,AIR TRACTOR INC,AT-400A,AIR,?,False,0.125,TP,AAPL,137,Substantial,VMC,Landing,Completed,Final,0,0.07430340557275542
4122,ACC,2022-06-01T17:00:00Z,False,Aviation,3/20/2024 0:00,Minor,0.0,0.0,1.0,1.0,AIR TRACTOR INC,AT-602,AIR,?,False,0.125,TP,AAPL,137,Substantial,VMC,Enroute,Completed,Final,0,0.3348813209494324
4123,ACC,2022-06-01T15:27:00Z,False,Aviation,6/20/2024 0:00,Serious,0.0,2.0,0.0,2.0,CIRRUS DESIGN CORP,SR22,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.38235294117647056
4124,ACC,2022-06-01T12:15:00Z,False,Aviation,11/8/2023 0:00,Serious,0.0,1.0,1.0,2.0,GRUMMAN AMERICAN AVN. CORP.,AA-1B,AIR,6WI2,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.26625386996904027
4125,ACC,2022-05-31T21:16:00Z,False,Aviation,10/6/2022 0:00,Minor,0.0,0.0,2.0,2.0,BELL,206B,HELI,T35,False,0.125,TS,INST,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.06140350877192982
4126,ACC,2022-05-31T19:25:00Z,False,Aviation,11/1/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,4B9,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07481940144478844
4127,ACC,2022-05-31T09:40:00Z,False,Aviation,4/10/2024 0:00,?,0.0,0.0,0.0,0.0,VANS,RV-8,AIR,3S8,True,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3462332301341589
4128,ACC,2022-05-31T08:35:00Z,False,Aviation,10/19/2023 0:00,Fatal,1.0,0.0,0.0,1.0,Cessna Aircraft Co.,162,AIR,M01,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,1,0.2564499484004128
4129,ACC,2022-05-30T12:45:00Z,False,Aviation,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,FOSTER WILLIAM D,ELITE,AIR,GIF,False,0.125,REC,INST,091,Substantial,VMC,Landing,Completed,Final,0,0.043859649122807015
4130,ACC,2022-05-30T11:35:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,172M,AIR,90WA,False,0.125,REC,BUS,135,Substantial,VMC,Landing,Completed,Final,0,0.03353973168214654
4131,ACC,2022-05-30T10:43:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,DIAMOND AIRCRAFT IND INC,DA 40,AIR,CRQ,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.06553147574819401
4132,ACC,2022-05-30T08:40:00Z,False,Aviation,4/10/2024 0:00,Fatal,1.0,1.0,0.0,2.0,MAULE,MX-7-180C,AIR,none,False,0.125,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.34674922600619196
4133,ACC,2022-05-30T07:48:00Z,False,Aviation,12/14/2023 0:00,Fatal,1.0,0.0,0.0,1.0,Express,2000RG,AIR,CYS,True,0.125,TP,PERS,091,Destroyed,VMC,Approach,Completed,Final,1,0.28586171310629516
4134,INC,2022-05-30T04:00:00Z,False,Aviation,?,?,?,?,?,?,AIRBUS,A321,AIR,?,False,,?,?,NUSC,Unknown,?,Enroute,?,Prelim,0,0.5459236326109391
4135,ACC,2022-05-29T17:00:00Z,False,Aviation,6/20/2024 0:00,Minor,0.0,0.0,2.0,2.0,AERONCA,7AC,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.38390092879256965
4136,ACC,2022-05-29T15:27:00Z,False,Aviation,1/30/2024 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-28RT-201T,AIR,84TE,False,0.125,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.3106295149638803
4137,ACC,2022-05-29T10:15:00Z,False,Aviation,11/7/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,150F,AIR,CRG,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.2672858617131063
4138,ACC,2022-05-29T09:00:00Z,False,Aviation,4/20/2023 0:00,?,0.0,0.0,0.0,0.0,Van Lehn,Hatz Classic,AIR,FDK,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.1635706914344685
4139,ACC,2022-05-29T08:00:00Z,False,Aviation,4/10/2024 0:00,Fatal,2.0,0.0,0.0,2.0,AIRBORNE WINDSPORTS PTY LTD,EDGE XT-912-L,WSFT,2G5,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,1,0.34726522187822495
4140,ACC,2022-05-29T04:00:00Z,False,Aviation,?,Fatal,22.0,0.0,0.0,22.0,DE HAVILLAND,DHC6,AIR,?,False,0.25,?,?,UNK,Destroyed,?,Enroute,?,Prelim,1,0.5464396284829721
4141,ACC,2022-05-29T04:00:00Z,False,Aviation,?,Fatal,4.0,0.0,0.0,4.0,CESSNA,C182,AIR,?,False,,?,?,NUSN,Destroyed,?,Enroute,?,Prelim,1,0.5464396284829721
4142,ACC,2022-05-28T18:30:00Z,False,Aviation,8/12/2022 0:00,Serious,0.0,1.0,2.0,3.0,PIPER,PA-18-150,AIR,?,False,0.125,REC,PERS,091,Substantial,Unknown,Approach,Completed,Final,0,0.034571723426212585
4143,ACC,2022-05-28T18:20:00Z,False,Aviation,8/12/2022 0:00,Minor,0.0,0.0,3.0,3.0,CESSNA,172L,AIR,34TS,False,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,0,0.034571723426212585
4144,ACC,2022-05-28T14:14:00Z,False,Aviation,1/30/2024 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-12,AIR,CRE,False,0.125,REC,BANT,091,Substantial,VMC,Maneuvering,Completed,Final,1,0.3111455108359133
4145,ACC,2022-05-28T13:40:00Z,False,Aviation,5/14/2024 0:00,Fatal,1.0,0.0,0.0,1.0,GRUMMAN AMERICAN AVN. CORP,G-164,AIR,?,False,0.125,TP,AAPL,137,Destroyed,VMC,Landing,Completed,Final,1,0.3653250773993808
4146,ACC,2022-05-28T12:02:00Z,False,Aviation,11/7/2023 0:00,?,0.0,0.0,0.0,0.0,BEECH,58,AIR,PXE,False,0.25,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.2678018575851393
4147,ACC,2022-05-28T12:00:00Z,False,Aviation,9/8/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,GKN,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.04850361197110423
4148,ACC,2022-05-27T23:29:00Z,False,Aviation,2/9/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,182A,AIR,PVT,False,,REC,UNK,091,Substantial,VMC,Landing,Completed,Final,0,0.1284829721362229
4149,ACC,2022-05-27T22:48:00Z,False,Aviation,?,Serious,0.0,1.0,6.0,7.0,BOEING,787-900,AIR,?,False,,?,?,NUSC,?,?,Enroute,?,Prelim,0,0.5469556243550051
4150,ACC,2022-05-27T19:00:00Z,False,Aviation,11/7/2023 0:00,Serious,0.0,1.0,0.0,1.0,AERONCA,7AC,AIR,FWQ,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.26831785345717235
4151,ACC,2022-05-27T15:30:00Z,False,Aviation,8/12/2022 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-32-300,AIR,PNM,False,0.125,REC,INST,091,Substantial,VMC,Approach,Completed,Final,0,0.03508771929824561
4152,ACC,2022-05-27T09:40:00Z,False,Aviation,2/23/2023 0:00,?,0.0,0.0,0.0,0.0,PIPER,PA-22-160,AIR,52F,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.13570691434468524
4153,ACC,2022-05-27T09:15:00Z,False,Aviation,9/8/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,A185E,AIR,?,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.04901960784313725
4154,ACC,2022-05-27T07:30:00Z,False,Aviation,7/20/2022 0:00,Serious,0.0,1.0,0.0,1.0,AIR TRACTOR INC,AT-802A,AIR,8M2,False,0.125,TP,AAPL,137,Destroyed,VMC,Maneuvering,Completed,Final,0,0.023219814241486066
4155,ACC,2022-05-27T04:00:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,BELL,206,HELI,?,False,,?,?,NUSC,Substantial,?,Maneuvering,?,Prelim,0,0.5474716202270382
4156,ACC,2022-05-26T14:56:00Z,False,Aviation,5/30/2024 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,152,AIR,MWC,False,0.125,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final,1,0.3746130030959752
4157,ACC,2022-05-26T13:40:00Z,False,Aviation,3/28/2024 0:00,?,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER,R44,HELI,CRE,False,0.125,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.34210526315789475
4158,ACC,2022-05-26T04:00:00Z,False,Aviation,?,Fatal,1.0,0.0,0.0,1.0,CESSNA,U206G,AIR,?,False,,?,?,NUSN,Substantial,?,Unknown,?,Prelim,1,0.5479876160990712
4159,ACC,2022-05-25T17:50:00Z,False,Aviation,11/8/2023 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,172F,AIR,SOW,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,1,0.26986584107327144
4160,ACC,2022-05-25T17:40:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,DIAMOND AIRCRAFT IND GMBH,DA 42,AIR,?,False,0.25,?,?,NUSN,Substantial,?,Takeoff,?,Prelim,0,0.5485036119711042
4161,ACC,2022-05-25T16:18:00Z,False,Aviation,11/1/2022 0:00,?,0.0,0.0,0.0,0.0,AVIAT AIRCRAFT INC,A-1C-180,AIR,DXX,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07791537667698657
4162,ACC,2022-05-25T16:00:00Z,False,Aviation,10/25/2023 0:00,?,0.0,0.0,0.0,0.0,AERONCA,7EC,AIR,?,False,0.125,REC,FERY,091,Substantial,VMC,Enroute,Completed,Final,0,0.2626418988648091
4163,ACC,2022-05-25T13:25:00Z,False,Aviation,?,Serious,0.0,1.0,0.0,1.0,Sorrel,SNS8,AIR,?,False,,?,?,NUSN,Destroyed,?,Takeoff,?,Prelim,0,0.5485036119711042
4164,ACC,2022-05-25T01:10:00Z,False,Aviation,6/16/2023 0:00,Serious,0.0,1.0,0.0,1.0,AIRBUS INDUSTRIE,A320-232,AIR,?,False,0.25,TF,?,121,?,VMC,Enroute,Completed,Final,0,0.19504643962848295
4165,ACC,2022-05-24T19:15:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,CO-Z DEVELOPMENT CORP,COZY MARK IV,AIR,PGA,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06862745098039215
4166,ACC,2022-05-24T15:10:00Z,False,Aviation,10/5/2023 0:00,Serious,0.0,4.0,0.0,4.0,DEHAVILLAND,DHC-3,AIR,3AK,False,0.125,TP,?,135,Substantial,VMC,Approach,Completed,Final,0,0.2528379772961816
4167,ACC,2022-05-24T07:00:00Z,False,Aviation,8/15/2023 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-12,AIR,?,False,0.125,REC,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final,1,0.2265221878224974
4168,ACC,2022-05-23T23:22:00Z,False,Aviation,?,Fatal,2.0,0.0,0.0,2.0,SMITH,AEROSTAR 601P,AIR,?,False,0.25,?,?,NUSN,Destroyed,?,Unknown,?,Prelim,1,0.5490196078431372
4169,ACC,2022-05-23T16:00:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,FRAZIER ROBERT L,RV-6A,AIR,S39,True,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.06914344685242517
4170,ACC,2022-05-23T14:20:00Z,False,Aviation,?,?,?,?,?,?,BEECH,90,AIR,LFPB,False,,?,?,NUSN,?,?,Approach,?,Prelim,0,0.5495356037151703
4171,ACC,2022-05-23T13:33:00Z,False,Aviation,11/3/2022 0:00,?,0.0,0.0,0.0,0.0,CESSNA,340,AIR,PIE,False,0.25,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.07997936016511867
4172,ACC,2022-05-23T10:41:00Z,False,Aviation,2/23/2023 0:00,Minor,0.0,0.0,2.0,2.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,ASH,False,0.125,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final,0,0.13777089783281732
4173,INC,2022-05-23T09:52:00Z,False,Aviation,?,?,0.0,0.0,0.0,0.0,CESSNA,560,AIR,EDTY,False,,?,?,NUSN,?,?,Takeoff,?,Prelim,0,0.5495356037151703
4174,INC,2022-05-23T04:00:00Z,False,Aviation,?,?,?,?,?,?,AIRBUS,A320,AIR,?,False,,?,?,129,?,?,Approach,?,Prelim,0,0.5495356037151703
4175,ACC,2022-05-22T19:52:00Z,False,Aviation,10/25/2023 0:00,?,0.0,0.0,0.0,0.0,CESSNA,310,AIR,?,False,0.25,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final,0,0.26418988648090813
4176,ACC,2022-05-22T17:30:00Z,False,Aviation,10/13/2022 0:00,?,0.0,0.0,0.0,0.0,BOEING,A75N1,AIR,1TE4,False,0.125,REC,PERS,091,Substantial,VMC,Landing,Completed,Final,0,0.0696594427244582
4177,ACC,2022-05-22T15:15:00Z,False,Aviation,9/1/2022 0:00,?,0.0,0.0,0.0,0.0,MX AIRCRAFT LLC,MXS,AIR,?,False,0.125,REC,ASHO,091,Substantial,VMC,Maneuvering,Completed,Final,0,0.0479876160990712
4178,ACC,2022-05-22T11:49:00Z,False,Aviation,1/31/2024 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA-32-260,AIR,EIK,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,1,0.31475748194014447
4179,ACC,2022-05-22T09:13:00Z,False,Aviation,4/10/2024 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,P172D,AIR,PRC,False,0.125,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final,0,0.3508771929824561
4180,ACC,2022-05-22T08:03:00Z,False,Aviation,4/10/2024 0:00,Fatal,1.0,0.0,0.0,1.0,BRUCE R PROUSE,M24 ORION PLUS,GYRO,CGI,True,0.125,REC,PERS,091,Substantial,VMC,Approach,Completed,Final,1,0.3508771929824561
4181,ACC,2022-05-22T07:30:00Z,False,Aviation,2/9/2023 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,182C,AIR,?,False,0.125,REC,BUS,091,Substantial,VMC,Takeoff,Completed,Final,0,0.13106295149638802
4182,ACC,2022-05-21T20:00:00Z,False,Aviation,7/20/2022 0:00,Serious,0.0,1.0,0.0,1.0,BOEING,737-700,AIR,?,False,0.25,TF,?,121,?,VMC,Enroute,Completed,Final,0,0.02631578947368421
4183,ACC,2022-05-21T16:30:00Z,False,Aviation,3/20/2024 0:00,?,0.0,0.0,0.0,0.0,Textron Aviation,B300C,AIR,FST,False,0.25,TP,FLTS,091,Substantial,VMC,Landing,Completed,Final,0,0.34055727554179566
